id,class_id,student_id,name,email,created_at,updated_at
da87608c-9cad-4934-9a24-7f5ebdec5f6d,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1035,Đặng Anh Chi,d23dccn1035@stu.ptit.edu.vn,2025-11-21 10:44:25.201,2025-11-21 10:44:25.201
db35a10f-4c30-4b58-9207-b1f5090b5945,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1019,Huỳnh Kim Yến,d23dccn1019@stu.ptit.edu.vn,2025-11-21 10:44:23.473,2025-11-21 10:44:23.473
dffa656e-68f7-4109-9470-02b65183e2a7,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1090,Đặng Thị Xuân,d23dccn1090@stu.ptit.edu.vn,2025-11-21 10:44:31.211,2025-11-21 10:44:31.211
e06fd5a5-030a-4af4-9195-2489c19200fe,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1040,Lê Thị Hùng,d23dccn1040@stu.ptit.edu.vn,2025-11-21 10:44:25.737,2025-11-21 10:44:25.737
e075ad54-f9f1-4b6e-9f95-380256c40a58,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1082,Bùi Thị Hùng,d23dccn1082@stu.ptit.edu.vn,2025-11-21 10:44:30.367,2025-11-21 10:44:30.367
e2915ef2-f882-454b-b708-393b3815038d,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1012,Lê Minh Bình,d23dccn1012@stu.ptit.edu.vn,2025-11-21 10:44:22.73,2025-11-21 10:44:22.73
e2b1db7c-ec6b-4157-8fc4-805e261cee24,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1013,Phan Minh Linh,d23dccn1013@stu.ptit.edu.vn,2025-11-21 10:44:22.836,2025-11-21 10:44:22.836
e59b689f-c40b-4677-bee1-de9fd8fe5b5f,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1039,Trần Văn Dũng,d23dccn1039@stu.ptit.edu.vn,2025-11-21 10:44:25.63,2025-11-21 10:44:25.63
e69dcb5e-c6b4-4a70-a42d-ea9e2cbc04b9,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1045,Phan Đức Linh,d23dccn1045@stu.ptit.edu.vn,2025-11-21 10:44:26.333,2025-11-21 10:44:26.333
e6ecb04b-0205-4e22-ae9e-a90b56aa4659,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1056,Phan Văn Đạt,d23dccn1056@stu.ptit.edu.vn,2025-11-21 10:44:27.526,2025-11-21 10:44:27.526
e9d51311-eda5-4f45-ad31-55db663bb044,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1026,Đặng Đức Tâm,d23dccn1026@stu.ptit.edu.vn,2025-11-21 10:44:24.24,2025-11-21 10:44:24.24
f7d2b79c-0510-4260-b305-2d69ab886ca8,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1117,Nguyễn Kim Linh,d23dccn1117@stu.ptit.edu.vn,2025-11-21 10:44:34.076,2025-11-21 10:44:34.076
